Field,Topic,Keyword,Related Word,Weight
環境,災難危險,事故,事故,1.0
環境,災難危險,事故,避難所,0.885119
環境,災難危險,事故,愛車,0.869034
環境,災難危險,事故,傷患,0.854646
環境,災難危險,事故,警報器,0.852724
環境,災難危險,事故,新店,0.847825
環境,災難危險,事故,化工廠,0.847709
環境,災難危險,事故,建物,0.847181
環境,災難危險,事故,廠房,0.839763
環境,災難危險,事故,駕駛,0.836998
環境,災難危險,事故,過勞死,0.835939
環境,災難危險,事故,那瑪夏,0.834666
環境,災難危險,事故,越域,0.832475
環境,災難危險,事故,沖走,0.832228
環境,災難危險,事故,桃源,0.83172
環境,災難危險,事故,引水,0.8291
環境,災難危險,事故,中小學,0.828909
環境,災難危險,事故,滿地,0.8288
環境,災難危險,事故,報案,0.827759
環境,災難危險,事故,防救,0.826021
環境,災難危險,事故,燒燙傷,0.825988
環境,災難危險,事故,雲梯車,0.824789
環境,災難危險,事故,查詢,0.823845
環境,災難危險,事故,蘇花,0.823249
環境,災難危險,事故,竊盜,0.822674
環境,災難危險,事故,槽車,0.821764
環境,災難危險,事故,高處,0.821442
環境,災難危險,事故,工務局,0.821311
環境,災難危險,事故,勘查,0.820831
環境,災難危險,事故,勇消,0.820438
環境,災難危險,事故,雙園,0.819504
環境,災難危險,事故,裝設,0.819487
環境,災難危險,事故,南投縣,0.818991
環境,災難危險,事故,沿線,0.818694
環境,災難危險,事故,林聰賢,0.818678
環境,災難危險,事故,原水,0.818457
環境,災難危險,事故,Discovery,0.818181
環境,災難危險,事故,補助款,0.817712
環境,災難危險,事故,拍照,0.815106
環境,災難危險,事故,費用,0.815032
環境,災難危險,事故,內政部,0.81491
環境,災難危險,事故,瑪家,0.814619
環境,災難危險,事故,出包,0.814608
環境,災難危險,事故,溪流,0.814169
環境,災難危險,事故,八卦山,0.813558
環境,災難危險,事故,場所,0.813524
環境,災難危險,事故,權責,0.813082
環境,災難危險,事故,龜山,0.8127
環境,災難危險,事故,春安,0.812638
環境,災難危險,事故,實驗室,0.812373
環境,災難危險,事故,火災,0.812125
環境,災難危險,事故,平地,0.811901
環境,災難危險,事故,行文,0.81181
環境,災難危險,事故,增列,0.81154
環境,災難危險,事故,時段,0.811502
環境,災難危險,事故,天梯,0.811421
環境,災難危險,事故,疏失,0.811408
環境,災難危險,事故,吊掛,0.811379
環境,災難危險,事故,旗山,0.811203
環境,災難危險,事故,年限,0.810994
環境,災難危險,事故,補償,0.810876
環境,災難危險,事故,甲仙,0.810479
環境,災難危險,事故,住家,0.809896
環境,災難危險,事故,住戶,0.809743
環境,災難危險,事故,勞保局,0.809382
環境,災難危險,事故,空勤,0.809328
環境,災難危險,事故,通行,0.809119
環境,災難危險,事故,和平島,0.808651
環境,災難危險,事故,報平安,0.80793
環境,災難危險,事故,小學,0.807589
環境,災難危險,事故,流域,0.80755
環境,災難危險,事故,宿舍,0.80741
環境,災難危險,事故,麥德姆,0.807218
環境,災難危險,事故,毛毛,0.806671
環境,災難危險,事故,汛期,0.806364
環境,災難危險,事故,冒雨,0.805922
環境,災難危險,事故,空包彈,0.805905
環境,災難危險,事故,毒性,0.805472
環境,災難危險,事故,竹山,0.805057
環境,災難危險,事故,中山,0.805004
環境,災難危險,事故,河床,0.804611
環境,災難危險,事故,作業,0.803997
環境,災難危險,事故,煙霧,0.803609
環境,災難危險,事故,三地門,0.803274
環境,災難危險,事故,救出,0.802933
環境,災難危險,事故,倉庫,0.802826
環境,災難危險,事故,公所,0.802749
環境,災難危險,事故,排水,0.802445
環境,災難危險,事故,鯉魚潭,0.80232
環境,災難危險,事故,復原,0.802216
環境,災難危險,事故,登山,0.802115
環境,災難危險,事故,潟湖,0.801994
環境,災難危險,事故,原能,0.801506
環境,災難危險,事故,大溪,0.801127
環境,災難危險,事故,林內,0.801084
環境,災難危險,事故,搜救,0.800981
環境,災難危險,事故,茶村,0.800774
環境,災難危險,事故,電線,0.800553
環境,災難危險,事故,恆春,0.800437
環境,災難危險,事故,懷孕,0.800066
環境,災難危險,事故,漠視,0.800009
環境,災難危險,事故,自治,0.79999
環境,災難危險,事故,搜隊,0.799779
環境,災難危險,事故,默哀,0.798663
環境,災難危險,事故,農友,0.797576
環境,災難危險,事故,郵筒,0.797439
環境,災難危險,事故,故障,0.797269
環境,災難危險,事故,自來水,0.797143
環境,災難危險,事故,平時,0.796804
環境,災難危險,事故,坡地,0.796794
環境,災難危險,事故,損害,0.796623
環境,災難危險,事故,西湖,0.796568
環境,災難危險,事故,蘇迪勒,0.796505
環境,災難危險,事故,疏漏,0.796326
環境,災難危險,事故,專線,0.796012
環境,災難危險,事故,杜鵑,0.795873
環境,災難危險,事故,校舍,0.795634
環境,災難危險,事故,氣爆,0.795475
環境,災難危險,事故,區公所,0.794927
環境,災難危險,事故,不便,0.794704
環境,災難危險,事故,指揮官,0.794665
環境,災難危險,事故,各界,0.794628
環境,災難危險,事故,白蟻,0.794614
環境,災難危險,事故,發電機,0.794584
環境,災難危險,事故,全縣,0.794427
環境,災難危險,事故,毒化,0.794326
環境,災難危險,事故,付費,0.794274
環境,災難危險,事故,即刻,0.794266
環境,災難危險,事故,出勤,0.794159
環境,災難危險,事故,火警,0.794109
環境,災難危險,事故,掩埋,0.794062
環境,災難危險,事故,隊員,0.794042
環境,災難危險,事故,人車,0.794024
環境,災難危險,事故,濫墾,0.793823
環境,災難危險,事故,傷痕,0.793691
環境,災難危險,事故,掉落,0.793669
環境,災難危險,事故,偵辦,0.793554
環境,災難危險,事故,家有,0.793541
環境,災難危險,事故,中橫,0.793204
環境,災難危險,事故,遺址,0.793144
環境,災難危險,事故,操場,0.793026
環境,災難危險,事故,未設,0.792958
環境,災難危險,事故,受虐,0.792528
環境,災難危險,事故,新中橫,0.792409
環境,災難危險,事故,埔里,0.792381
環境,災難危險,事故,南區,0.791728
環境,災難危險,事故,鄉民,0.791662
環境,災難危險,事故,專用,0.791471
環境,災難危險,事故,交管,0.791375
環境,災難危險,事故,山坡地,0.791265
環境,災難危險,事故,路竹,0.791173
